FID,X,Y,Mean_H,Std_H,Mean_Mean_Slope,Std_Mean_Slope,Max_Max_Slope,Mean_Slope_Std,Mean_Curvature,Upper_Mean_Slope,Lower_Mean_Slope,Inflection_Count,Max_Curvature,Std_Curvature,Mean_Slope_deg_x_C,C_over_Gamma_Mean_H,tan_Phi_over_tan_Mean_Slope,Mean_Slope_x_Gamma,Phi_over_Mean_Slope,Mean_Max_Slope_x_C,Gamma_Mean_H_sin_Mean_Slope,C_over_Mean_Profile_L_Gamma,tan_Phi_over_Mean_Slope_Std,Upper_Slope_x_C,Phi_over_Gamma_over_Mean_H,Curvature_x_C_over_Gamma,Min_FoS
2826,1681485.25,3924772.994,112,26.1661,8.7289,1.144,26.7199,5.0312,0.0035,8.5486,9.255,16.3333,0.009,0.0072,392.7996,0.0179,3.0371,196.3998,2.8641,1202.3938,382.4328,0.0024,0.0927,384.6857,0.0099,0.0071,
2827,1694129.5,3925124.495,151.6667,47.5908,13.8207,1.0956,36.3776,8.3117,0.0017,13.4589,16.1027,28.6667,0.0096,0.0091,621.9335,0.0132,1.8955,310.9667,1.8089,1636.9898,815.1952,0.0014,0.0561,605.6524,0.0073,0.0035,
2828,1707825.749,3924993.5,9.3333,4.0277,1.2975,0.068,5.4311,1.4497,-0.0012,1.2621,1.4796,25,0.0018,0.0022,58.3884,0.2143,20.5877,29.1942,19.2675,244.3984,4.7553,0.0019,0.3217,56.7965,0.119,-0.0024,
2829,1725260.872,3924699.753,94.3333,35.122,9.1057,1.7226,30.0605,6.6309,0.0076,6.7721,10.445,19,0.0167,0.0069,409.7552,0.0212,2.9094,204.8776,2.7455,1352.723,335.8979,0.0022,0.0703,304.7461,0.0118,0.0152,
2830,1726383.627,3924794.246,98.6667,7.9303,16.499,1.8937,43.9496,10.1144,0.0093,9.5608,17.0279,11.3333,0.0261,0.0209,742.4544,0.0203,1.5743,371.2272,1.5152,1977.7325,630.4764,0.0033,0.0461,430.2376,0.0113,0.0186,
2831,1692939.5,3924716,72,11.3431,11.2965,1.4724,26.9878,6.8007,0.0152,11.1339,9.8663,8.3333,0.049,0.024,508.3404,0.0278,2.3344,254.1702,2.2131,1214.4493,317.3344,0.0043,0.0686,501.0249,0.0154,0.0303,
2832,1710072.128,3924867.25,54.6667,32.149,4.4434,1.6924,21.1937,4.9409,-0.0061,8.2649,1.7201,18.3333,-0.0019,0.0059,199.9549,0.0366,6.0007,99.9775,5.6263,953.7149,95.2942,0.0022,0.0944,371.9191,0.0203,-0.0122,
2833,1710658.374,3925084.748,166.3333,35.122,9.3708,0.2796,31.5026,7.6649,-0.0164,14.2721,3.902,26.6667,-0.0124,0.0029,421.6866,0.012,2.8257,210.8433,2.6679,1417.6179,609.3665,0.0015,0.0608,642.2458,0.0067,-0.0329,
2834,1715475.751,3925033.253,185,8.5245,11.6253,2.4044,34.1807,7.6619,-0.0058,11.5139,10.2552,32,0.0025,0.006,523.1393,0.0108,2.2666,261.5697,2.1505,1538.1311,838.7886,0.0013,0.0609,518.1255,0.006,-0.0116,
2835,1716654.751,3924781.252,143,39.1493,10.8755,1.1366,25.8123,6.2079,0.0025,9.376,12.8678,23.6667,0.0139,0.0112,489.3994,0.014,2.4271,244.6997,2.2987,1161.5547,607.0659,0.0017,0.0751,421.9199,0.0078,0.0049,
2836,1721930.127,3924808.497,85,21.9241,10.6515,0.4563,29.6979,7.0096,0.0069,8.8878,8.8021,16.3333,0.0139,0.0067,479.3172,0.0235,2.4794,239.6586,2.3471,1336.4072,353.4963,0.0025,0.0665,399.9527,0.0131,0.0138,
2837,1723436.499,3924931.245,119.3333,18.5712,10.7665,0.6825,40.7365,7.3262,0.0023,8.8575,10.2962,21,0.0132,0.0086,484.4945,0.0168,2.4522,242.2473,2.322,1833.1413,501.5787,0.0021,0.0636,398.5888,0.0093,0.0047,
2838,1729961.75,3924725.25,86.3333,24.0878,11.2143,1.3021,32.4609,7.4034,0.0054,9.277,10.3566,15.6667,0.0138,0.006,504.6457,0.0232,2.3519,252.3229,2.2293,1460.7416,377.7774,0.0026,0.063,417.4636,0.0129,0.0108,
2839,1730270.25,3924636,43,17.3781,8.2009,2.5026,25.2397,5.0574,-0.0256,10.7898,5.6152,6.3333,0.0054,0.0438,369.0401,0.0465,3.2356,184.52,3.0484,1135.7854,138.0084,0.0062,0.0922,485.539,0.0258,-0.0511,
2840,1732452.25,3924968.002,188,33.7935,14.3155,1.9998,48.7909,10.1912,-0.0057,14.9865,13.5055,24.3333,0.0014,0.0051,644.1979,0.0106,1.8273,322.099,1.7464,2195.5906,1045.9153,0.0016,0.0458,674.3933,0.0059,-0.0114,
2841,1690485.624,3924799,147.3333,26.5623,10.8258,1.204,28.6133,6.6155,0.0091,11.6856,9.7902,22.3333,0.0254,0.0117,487.1604,0.0136,2.4385,243.5802,2.3093,1287.5995,622.6345,0.0017,0.0705,525.8518,0.0075,0.0182,
2842,1691529.625,3924792.26,85.3333,17.4611,11.2492,1.1565,32.3064,7.4538,-0.009,14.2177,9.3925,14.6667,-0.0001,0.0063,506.2133,0.0234,2.3445,253.1067,2.2224,1453.7897,374.5466,0.0025,0.0626,639.7948,0.013,-0.0181,
2843,1700193.123,3924711.503,7,0.8165,1.5419,0.0904,5.426,1.3492,0.0016,1.3545,1.4062,15.6667,0.0024,0.0011,69.3873,0.2857,17.323,34.6936,16.2133,244.1678,4.2381,0.0025,0.3456,60.9535,0.1587,0.0032,
2844,1719591.877,3924802.006,100.3333,25.4864,11.679,1.1695,26.7561,6.7904,0.0037,10.159,12.0913,16.3333,0.0227,0.0142,525.5536,0.0199,2.2559,262.7768,2.1406,1204.0244,456.9809,0.0025,0.0687,457.1568,0.0111,0.0075,
2845,1719891.872,3924797.242,138.6667,21.853,11.7791,1.3498,31.1747,7.4532,-0.0062,12.5446,9.8448,17,0.0002,0.0054,530.0596,0.0144,2.2362,265.0298,2.1224,1402.8624,636.9137,0.0021,0.0626,564.5048,0.008,-0.0124,
2846,1723220.248,3924712.504,78.6667,19.1369,10.801,2.3024,33.5612,7.4224,-0.0116,10.6702,12.2518,15.3333,0.0051,0.0221,486.0452,0.0254,2.4442,243.0226,2.3146,1510.2549,331.6954,0.0028,0.0628,480.1594,0.0141,-0.0232,
2847,1686622.624,3925206,215.6667,80.5826,10.9497,0.9013,32.9926,6.5481,0.0008,11.4431,10.4114,31,0.0094,0.0063,492.7353,0.0093,2.4102,246.3676,2.2832,1484.6685,921.7163,0.0012,0.0712,514.9415,0.0052,0.0016,
2848,1701202.497,3924574.25,16.3333,8.2192,2.6015,0.8095,8.5663,2.1667,0.0014,2.2948,1.8373,7,0.0043,0.002,117.0696,0.1224,10.2628,58.5348,9.6097,385.4833,16.6808,0.0046,0.2152,103.2653,0.068,0.0029,
2849,1711143.958,3924629.234,35.6667,8.2192,4.2018,1.1476,13.431,4.2675,-0.0202,8.6384,0.9077,9.3333,-0.0072,0.0093,189.0789,0.0561,6.3472,94.5395,5.9499,604.3963,58.7981,0.004,0.1093,388.7266,0.0312,-0.0404,
2850,1728543.503,3924662,145,37.4789,11.8682,1.6075,41.9397,8.3889,0.0077,11.4713,12.4702,28,0.0153,0.0074,534.0704,0.0138,2.2189,267.0352,2.1065,1887.2848,670.971,0.0014,0.0556,516.2068,0.0077,0.0154,
2851,1735671.079,3924774.704,144,21.7715,24.0958,2.5066,47.4418,13.878,0.0488,18.9375,33.6521,8.6667,0.1159,0.0475,1084.3097,0.0139,1.0427,542.1549,1.0375,2134.8823,1322.7724,0.0047,0.0336,852.1873,0.0077,0.0976,
2852,1680836.156,3924423.436,,,,,,,,,,,,,,,,,,,,,,,,,
2853,1708563.994,3924579.982,8,2.1602,1.5863,0.3983,4.9955,1.3446,0,1.2545,1.4477,8.6667,0.0041,0.0033,71.3813,0.25,16.8388,35.6906,15.7604,224.7988,4.9827,0.0045,0.3468,56.4518,0.1389,0,
2854,1709202.875,3924596.006,10.3333,5.5578,2.4048,0.7808,10.3272,2.0463,0.0032,1.4461,4.0328,7.3333,0.0096,0.006,108.2181,0.1935,11.1033,54.1091,10.3957,464.724,9.7557,0.0051,0.2279,65.0735,0.1075,0.0063,
2855,1720312.751,3924910.995,141.3333,32.1075,11.8399,0.1313,33.8833,7.7203,-0.0104,11.1799,12.7128,21,0,0.0115,532.7963,0.0142,2.2243,266.3982,2.1115,1524.7478,652.466,0.0018,0.0604,503.0956,0.0079,-0.0208,
2856,1726018.751,3924625.745,97.6667,36.4265,11.7804,0.9056,38.4267,9.0525,-0.0077,14.1007,10.4287,19.6667,-0.0019,0.0069,530.1168,0.0205,2.2359,265.0584,2.1222,1729.2007,448.6432,0.002,0.0515,634.5301,0.0114,-0.0153,
2857,1726870.996,3924693.5,78,12.5698,8.9251,0.9451,41.5047,8.3906,-0.0147,9.4642,8.1309,19.3333,-0.0117,0.0034,401.6303,0.0256,2.9693,200.8151,2.8011,1867.712,272.2768,0.0021,0.0556,425.8907,0.0142,-0.0295,
2858,1727405.372,3924891.255,83.3333,15.9234,8.8176,0.1265,25.8733,6.7503,-0.0005,9.6967,5.8617,26.3333,0.0146,0.0113,396.7905,0.024,3.0061,198.3952,2.8352,1164.2966,287.4165,0.0018,0.0691,436.3537,0.0133,-0.001,
2859,1737142.725,3924850.9,142.6667,66.715,20.862,1.5754,49.0602,13.3157,-0.0262,23.086,21.9839,12.6667,-0.0114,0.0191,938.7912,0.014,1.2236,469.3956,1.1983,2207.708,1143.1412,0.0031,0.035,1038.8702,0.0078,-0.0525,
2860,1680360.894,3924392.31,88.3333,40.1442,9.35,1.5827,25.8145,6.268,-0.0067,7.7554,9.8616,13,0.003,0.0085,420.7519,0.0226,2.8321,210.376,2.6738,1161.6512,322.9005,0.0027,0.0744,348.9939,0.0126,-0.0135,
2861,1683269.877,3924627.754,137,51.6333,11.2663,1.5251,28.587,7.099,0.0151,9.1829,12.613,27.3333,0.0222,0.0053,506.9813,0.0146,2.3408,253.4906,2.219,1286.4158,602.2234,0.0017,0.0657,413.2287,0.0081,0.0302,
2862,1689437.749,3924893.007,147.3333,41.2984,12.8744,1.7447,33.786,8.4578,0.0031,12.3048,13.1073,24,0.0082,0.0041,579.3469,0.0136,2.0402,289.6734,1.9418,1520.371,738.6289,0.0018,0.0551,553.7141,0.0075,0.0062,
2863,1699438.125,3924809,52.3333,31.3511,3.4489,1.0925,22.7761,4.2897,-0.0035,7.4342,1.648,23.6667,0,0.0025,155.2004,0.0382,7.7373,77.6002,7.2487,1024.9226,70.8364,0.0019,0.1087,334.5391,0.0212,-0.007,
2864,1702993.252,3924708.75,72.3333,18.8385,6.3714,1.4675,32.1443,6.6685,-0.0108,11.2479,1.6743,15.6667,-0.002,0.0063,286.7142,0.0276,4.176,143.3571,3.9238,1446.4951,180.6091,0.0025,0.0699,506.1562,0.0154,-0.0216,
2865,1706616.624,3924821.25,23.6667,9.0308,2.2817,0.5281,17.6768,2.8612,-0.0013,2.1289,3.0033,19.3333,0.0001,0.001,102.6773,0.0845,11.7032,51.3387,10.9567,795.4563,21.2004,0.0021,0.163,95.7992,0.0469,-0.0026,
2866,1715808.875,3924652.247,119,21.1818,11.2778,0.6452,39.666,7.7788,0.0067,8.1644,11.9433,19.3333,0.0274,0.0158,507.4992,0.0168,2.3384,253.7496,2.2168,1784.9692,523.6266,0.0021,0.0599,367.3999,0.0093,0.0135,
2867,1721693.249,3924747.246,75.6667,8.8066,9.7903,1.7076,31.3648,7.2266,0.0022,8.1809,10.308,23.3333,0.0114,0.0065,440.5649,0.0264,2.7024,220.2824,2.5535,1411.417,289.4985,0.0018,0.0645,368.1386,0.0147,0.0044,
2868,1729405.375,3924706.253,74,20.0167,10.396,0.8045,32.224,7.5787,0.0143,9.767,8.5935,14.6667,0.0375,0.0169,467.8211,0.027,2.5417,233.9106,2.4048,1450.0799,300.4508,0.0025,0.0615,439.514,0.015,0.0285,
2869,1686207.252,3925165.745,224.3333,73.6674,11.0279,1.4082,39.2945,7.3063,-0.0061,11.4152,9.8648,37,-0.0007,0.0074,496.254,0.0089,2.3927,248.127,2.267,1768.2531,965.518,0.0011,0.0638,513.6842,0.005,-0.0121,
2870,1689774.626,3924759.497,89,34.7275,10.4591,0.625,39.6876,8.2683,0.008,11.1128,9.3176,17.3333,0.0114,0.0043,470.6602,0.0225,2.526,235.3301,2.3903,1785.9413,363.5216,0.0021,0.0564,500.0773,0.0125,0.016,
2871,1710917.5,3924720.755,89,36.8872,5.5707,1.5576,24.4314,6.048,-0.0131,11.5269,1.0826,21.3333,-0.0105,0.0019,250.6818,0.0225,4.7809,125.3409,4.4878,1099.4108,194.3908,0.0019,0.0771,518.7105,0.0125,-0.0262,
2872,1722144.748,3924994.502,115.3333,23.6972,10.0202,0.9313,30.353,7.4141,0.0054,10.2888,10.5638,28.3333,0.0128,0.0055,450.9086,0.0173,2.6391,225.4543,2.495,1365.8853,451.5176,0.0014,0.0629,462.9955,0.0096,0.0108,
2873,1707975.13,3924637.747,10.3333,2.4944,1.877,0.1554,7.2091,1.6901,0.0031,1.5794,1.537,16.6667,0.0071,0.003,84.4666,0.1935,14.2288,42.2333,13.3189,324.4083,7.6154,0.0025,0.2759,71.0737,0.1075,0.0062,9.2775
2874,1730669.003,3924506.006,135.6667,24.513,13.3041,1.4269,38.4373,8.9257,-0.0024,17.5172,10.3226,15.6667,0.0282,0.0219,598.6844,0.0147,1.972,299.3422,1.8791,1729.6786,702.4393,0.0024,0.0522,788.273,0.0082,-0.0048,
2875,1734738.876,3924904.252,253.3333,91.3175,21.005,1.1854,55.2162,12.8144,0.0024,21.1563,20.6938,25,0.0184,0.0114,945.2237,0.0079,1.2145,472.6119,1.1902,2484.7286,2043.1591,0.0014,0.0364,952.0325,0.0044,0.0048,
2876,1688080.998,3924633,117.3333,52.8226,11.8705,1.2046,39.4221,9.2355,-0.0017,7.154,11.3892,17,0.0044,0.0058,534.1742,0.017,2.2184,267.0871,2.1061,1773.9951,543.0506,0.0025,0.0505,321.928,0.0095,-0.0033,
2877,1697233.877,3924858.752,166,50.2593,13.3085,1.0708,45.6171,10.0392,-0.0135,13.8485,11.01,25.3333,-0.0025,0.0143,598.8807,0.012,1.9713,299.4404,1.8785,2052.7699,859.7725,0.0016,0.0464,623.1839,0.0067,-0.027,
2878,1713121.25,3924610.5,122.6667,17.5942,11.1771,0.4866,39.7413,10.9207,-0.0118,14.5386,2.0886,12.6667,0,0.0148,502.9701,0.0163,2.36,251.4851,2.2367,1788.3585,535.0053,0.0029,0.0427,654.2368,0.0091,-0.0237,
2879,1724037.871,3924686.5,93.3333,21.1397,8.7611,0.5224,31.1118,6.5042,-0.009,11.9837,6.7762,22.3333,0.0034,0.0092,394.248,0.0214,3.0258,197.124,2.8535,1400.0309,319.86,0.0019,0.0717,539.2656,0.0119,-0.018,
2880,1727158,3924464.75,52,12.6754,8.4474,1.0612,22.8688,5.7048,-0.0082,8.9002,4.8034,7.3333,0.013,0.0214,380.1346,0.0385,3.1398,190.0673,2.9595,1029.0973,171.8754,0.0046,0.0817,400.5084,0.0214,-0.0164,
2881,1704381.753,3924671.505,74,17.1075,6.1866,1.1551,32.7068,6.2977,-0.0071,4.4693,4.4419,17.6667,0.0022,0.0131,278.3981,0.027,4.3018,139.199,4.041,1471.8079,179.4325,0.0021,0.074,201.1196,0.015,-0.0141,
2882,1706882.125,3924430.006,22,2.1602,5.5801,1.244,18.3525,5.1187,0.017,4.2646,5.004,6.6667,0.0256,0.012,251.1065,0.0909,4.7728,125.5533,4.4802,825.8617,48.1328,0.0046,0.0911,191.9084,0.0505,0.0339,
2883,1714850.751,3924696.498,155.6667,46.6571,12.126,0.7755,33.9342,8.0427,0.0018,10.3272,13.0381,24.3333,0.0075,0.004,545.6718,0.0128,2.1703,272.8359,2.0617,1527.0405,735.7454,0.0017,0.058,464.723,0.0071,0.0037,
2884,1727808.5,3924507.252,99,37.6563,7.5365,0.6453,28.9753,5.7341,0.0077,7.8304,7.0327,26,0.0116,0.003,339.1407,0.0202,3.5246,169.5704,3.3172,1303.8887,292.1524,0.0015,0.0813,352.367,0.0112,0.0153,
2885,1693723.873,3924675.25,145.6667,57.1392,12.7566,2.4248,41.9398,9.7955,0.0046,12.3688,14.4677,22.6667,0.0104,0.0066,574.0482,0.0137,2.0597,287.0241,1.9598,1887.2898,723.7055,0.0017,0.0476,556.5977,0.0076,0.0092,
2886,1707059.252,3924517.742,35.6667,2.0548,4.2195,0.6125,19.0433,4.0854,-0.0042,3.4735,3.3813,12.3333,0,0.0059,189.8792,0.0561,6.3204,94.9396,5.9248,856.9498,59.0466,0.0033,0.1141,156.3091,0.0312,-0.0085,
2887,1708800,3924442.25,12,5.8878,2.192,0.3511,8.4546,1.8752,-0.0037,2.6063,2.267,8.3333,0,0.003,98.6392,0.1667,12.1828,49.3196,11.4052,380.458,10.3269,0.004,0.2487,117.2823,0.0926,-0.0074,
2888,1690629.878,3924452.75,118,13.7356,10.0145,1.2826,31.0299,6.6021,0,10.8717,6.8076,21.3333,0.002,0.0016,450.6525,0.0169,2.6407,225.3263,2.4964,1396.3442,461.6976,0.0022,0.0706,489.2245,0.0094,-0.0001,
2889,1691622.75,3924387.25,62,25.3509,10.5424,2.0611,34.8835,7.5318,-0.0152,9.9114,7.5376,6.3333,0.0186,0.0302,474.4058,0.0323,2.5056,237.2029,2.3714,1569.7567,255.2324,0.0051,0.0619,446.0136,0.0179,-0.0303,
2890,1692093.998,3924739.756,159.6667,28.9406,11.5704,0.8406,34.076,7.6304,0.0115,11.8145,10.1598,28.6667,0.026,0.0103,520.6681,0.0125,2.2776,260.334,2.1607,1533.4181,720.5544,0.0015,0.0611,531.6523,0.007,0.0229,
2891,1699874.875,3924418.25,12.3333,4.9216,2.1533,0.4756,7.2244,2.0138,0.0012,1.2033,2.3024,12.3333,0.0036,0.0017,96.8991,0.1622,12.4018,48.4495,11.61,325.0999,10.4267,0.0037,0.2316,54.1471,0.0901,0.0025,
2892,1703640.753,3924877.002,77,42.0238,4.37,1.401,30.2509,4.9861,-0.0044,7.3968,1.989,34.3333,-0.0012,0.003,196.6501,0.026,6.102,98.325,5.7208,1361.2898,132.0113,0.0013,0.0935,332.8566,0.0144,-0.0088,
2893,1705413.125,3924456.504,35,2.1602,8.1843,1.2895,28.0255,6.309,-0.0063,5.677,7.6755,11,0.0061,0.0135,368.2933,0.0571,3.2422,184.1467,3.0546,1261.1496,112.1066,0.0035,0.0739,255.464,0.0317,-0.0125,
2894,1717328.626,3924618.75,136.6667,7.0396,10.6174,1.2202,35.4061,6.5393,-0.0007,10.0641,10.6579,22.6667,0.0034,0.0047,477.7811,0.0146,2.4875,238.8905,2.3546,1593.2751,566.566,0.0019,0.0713,452.8838,0.0081,-0.0014,
2895,1731201.625,3924858.498,166,8.641,15.4541,2.1622,43.3214,10.0504,-0.0018,17.1824,13.0338,33.6667,0.0088,0.0085,695.4329,0.012,1.6867,347.7164,1.6177,1949.4641,995.2494,0.0014,0.0464,773.2092,0.0067,-0.0036,
2896,1687737.502,3926100.996,319.6667,52.8036,11.1804,0.9511,36.1503,8.0776,-0.0005,11.9885,10.9272,99,0.002,0.0018,503.1191,0.0063,2.3593,251.5596,2.2361,1626.7614,1394.62,0.0004,0.0577,539.4841,0.0035,-0.001,
2897,1688408.249,3924681.498,127.6667,39.0925,11.0457,0.5729,29.6146,6.9984,-0.0111,10.6576,9.1872,21,-0.0084,0.0023,497.056,0.0157,2.3888,248.528,2.2633,1332.6549,550.3471,0.0019,0.0666,479.5898,0.0087,-0.0222,
2898,1689220.749,3924742.75,149.6667,56.2396,11.9721,0.5472,31.4008,8.7753,-0.0014,11.0043,11.8225,28.6667,0.0087,0.0072,538.7423,0.0134,2.1991,269.3711,2.0882,1413.0376,698.5357,0.0014,0.0531,495.1939,0.0074,-0.0028,
2899,1705602.376,3924677.5,52,16.0831,5.2243,0.9924,27.14,4.9376,-0.0022,5.792,3.3342,23.3333,0,0.0016,235.0921,0.0385,5.0999,117.546,4.7854,1221.3012,106.5336,0.0017,0.0944,260.6396,0.0214,-0.0044,2.6144
2900,1707440.5,3924698.254,26.3333,12.2293,2.0993,0.21,16.212,2.1311,0,2.0155,1.2717,28,0.0029,0.0031,94.468,0.0759,12.7212,47.234,11.9088,729.5399,21.704,0.0015,0.2188,90.6967,0.0422,0,10.7137
2901,1711440.999,3924910.751,235,46.5403,8.8674,0.5742,43.1573,8.1201,-0.0056,14.4916,2.38,37,0,0.0065,399.0324,0.0085,2.9889,199.5162,2.8193,1942.0803,815.0577,0.0011,0.0574,652.1231,0.0047,-0.0112,
2902,1712749.379,3924475.004,38.3333,22.5733,4.6129,1.8581,18.8549,4.4329,0.0009,7.3761,3.1321,13,0.024,0.0186,207.5817,0.0522,5.7793,103.7908,5.4196,848.4726,69.3655,0.0027,0.1052,331.9248,0.029,0.0018,
2903,1731636.244,3924714.998,139.3333,14.522,14.6343,2.4403,40.0343,8.3982,0.0043,14.8082,14.3797,27.6667,0.0113,0.005,658.5457,0.0144,1.7858,329.2729,1.7083,1801.5415,792.0561,0.0015,0.0555,666.367,0.008,0.0085,
2904,1702420.498,3924493.503,94.3333,15.3261,8.7439,1.1356,30.8283,7.9939,-0.0062,12.8831,2.9255,15,-0.002,0.0041,393.4734,0.0212,3.0318,196.7367,2.8592,1387.2747,322.6569,0.0025,0.0583,579.7407,0.0118,-0.0123,
2905,1728894.123,3924351.254,91,19.2007,12.2944,0.5429,34.0672,7.4605,0.0146,11.4727,14.0588,10,0.0331,0.0148,553.2461,0.022,2.1397,276.623,2.0335,1533.0229,435.9827,0.0031,0.0625,516.2711,0.0122,0.0293,
2906,1690200.624,3924301.504,169.6667,32.7448,10.091,1.355,35.1171,6.4814,0.0057,11.0129,10.2016,24.6667,0.0125,0.0057,454.0948,0.0118,2.6202,227.0474,2.4775,1580.269,668.8718,0.0017,0.0719,495.5812,0.0065,0.0114,
2907,1694871.875,3924606.498,190,74.8376,14.5756,0.6007,41.1722,9.4325,-0.0065,15.1766,13.3967,30.6667,0.0027,0.0083,655.902,0.0105,1.7933,327.951,1.7152,1852.7512,1075.8346,0.0013,0.0494,682.9474,0.0058,-0.0129,
2908,1710317.502,3924365.5,17.3333,3.6818,2.1139,0.1605,12.4931,2.1999,-0.0067,3.1668,1.5113,17,-0.005,0.0012,95.1274,0.1154,12.6329,47.5637,11.8262,562.1888,14.3859,0.0026,0.212,142.506,0.0641,-0.0134,
2909,1718110.498,3924414.75,89.6667,22.9831,10.6775,0.9326,38.6911,7.327,0.008,11.9051,7.0951,14.3333,0.0134,0.0044,480.4877,0.0223,2.4732,240.2438,2.3414,1741.1011,373.804,0.0028,0.0636,535.7316,0.0124,0.0159,
2910,1733581.25,3924632.753,223.3333,54.0206,19.3095,1.9863,49.4723,12.6293,-0.0053,17.5538,18.9783,33.3333,0.0058,0.0088,868.9282,0.009,1.3309,434.4641,1.2947,2226.2526,1661.6225,0.0013,0.0369,789.9194,0.005,-0.0105,
2911,1687161.25,3924319.504,112,27.3618,12.8,2.4202,30.4842,8.84,0.0115,9.6184,13.9242,13.6667,0.0213,0.0088,575.9985,0.0179,2.0525,287.9992,1.9531,1371.7872,558.3008,0.0031,0.0527,432.8299,0.0099,0.0231,
2912,1696519.752,3924845.995,223.3333,22.5733,13.9923,2.8567,41.3596,9.5159,0.0048,12.7718,13.8374,32.6667,0.0179,0.0093,629.6552,0.009,1.8713,314.8276,1.7867,1861.184,1215.0054,0.0013,0.049,574.7318,0.005,0.0096,
2913,1697691.498,3924645.252,197,28.717,10.8572,0.4996,41.9864,9.2209,0.0011,14.7565,4.6186,28,0.0053,0.0038,488.5743,0.0102,2.4313,244.2871,2.3026,1889.388,834.9145,0.0014,0.0506,664.0423,0.0056,0.0023,
2914,1729581.751,3924390.25,84,9.4163,12.3121,1.3825,39.0077,8.1445,-0.0084,13.3526,12.4111,21.3333,0.0018,0.0143,554.0428,0.0238,2.1365,277.0214,2.0305,1755.3444,403.0162,0.0019,0.0573,600.8661,0.0132,-0.0167,
2915,1734407.625,3924511.505,281.3333,81.8142,22.2355,1.5514,54.3498,12.6193,0.0065,20.7561,25.5506,23,0.0213,0.0167,1000.5985,0.0071,1.1406,500.2993,1.1243,2445.7417,2395.3653,0.0019,0.037,934.0226,0.0039,0.0131,
2916,1697155.501,3924371.25,131,40.1082,14.4037,0.3026,42.651,8.6636,-0.0045,12.7893,15.1875,17.6667,0.0126,0.0122,648.1658,0.0153,1.8157,324.0829,1.7357,1919.2958,733.1971,0.0021,0.0538,575.5186,0.0085,-0.009,
2917,1712127.25,3924717.999,183.6667,64.2512,7.7597,1.0478,30.5,7.9904,-0.0003,13.0484,1.6852,42.6667,0.0011,0.001,349.1876,0.0109,3.422,174.5938,3.2218,1372.4983,557.9665,0.0011,0.0584,587.1768,0.006,-0.0006,
2918,1714457.875,3924484.75,146.6667,27.1088,10.767,0.876,45.9149,8.349,-0.0075,12.8105,7.5053,24,0.0068,0.0136,484.5165,0.0136,2.4521,242.2582,2.3219,2066.1708,616.4931,0.0018,0.0559,576.4742,0.0076,-0.015,
2919,1722959.25,3924386.247,117.3333,19.3276,10.3617,0.4647,45.8374,8.1326,0.004,7.9641,10.9605,33.6667,0.0082,0.0048,466.2777,0.017,2.5503,233.1388,2.4127,2062.6839,474.8359,0.0013,0.0573,358.3839,0.0095,0.008,
2920,1731896.381,3924489.748,121.6667,8.1786,13.514,1.5523,35.3957,9.1364,0.0003,11.8256,13.63,25,0.0169,0.0118,608.1287,0.0164,1.9402,304.0644,1.8499,1592.8047,639.7057,0.0018,0.051,532.1504,0.0091,0.0006,
2921,1680282.123,3924270.745,75.3333,15.9652,8.8894,1.9812,20.6566,5.0572,-0.0037,9.4392,7.0976,9.6667,0.0129,0.0119,400.0212,0.0265,2.9814,200.0106,2.8124,929.5459,261.9231,0.0037,0.0922,424.762,0.0147,-0.0075,
2922,1696763.876,3924673.747,182.3333,43.3999,16.0353,2.1273,47.943,8.9525,0.0024,14.0117,14.7699,32.6667,0.0124,0.0099,721.5906,0.011,1.6224,360.7953,1.5591,2157.4372,1133.2349,0.0012,0.0521,630.5261,0.0061,0.0048,
2923,1709751.502,3924377.007,18,6.1644,2.2174,0.7848,10.8516,2.0359,0.0008,2.4188,1.7396,15.6667,0.0051,0.0043,99.7821,0.1111,12.0431,49.891,11.2746,488.3211,15.6698,0.0026,0.229,108.8466,0.0617,0.0017,
2924,1716574.624,3924375,124,17.9072,9.6097,0.6353,35.265,7.3275,0.0001,9.9515,7.2476,22.6667,0.0145,0.0111,432.4361,0.0161,2.7541,216.218,2.6015,1586.9248,465.7501,0.0017,0.0636,447.8167,0.009,0.0003,
2925,1717566.751,3924329.007,126.3333,41.3468,10.0454,0.3504,37.7165,7.5872,-0.0021,9.7577,8.3436,26.6667,0.014,0.0133,452.0452,0.0158,2.6324,226.0226,2.4887,1697.2409,495.8153,0.0017,0.0615,439.0985,0.0088,-0.0042,
2926,1724816.748,3924361,76,9.6264,9.1263,0.9259,29.7465,7.5034,-0.0008,13.3811,5.8063,13.3333,0.0001,0.0012,410.6844,0.0263,2.9027,205.3422,2.7393,1338.5904,271.2259,0.0026,0.0621,602.148,0.0146,-0.0016,
2927,1680607.125,3924220.75,84.3333,28.2882,9.7052,2.2366,29.575,5.4538,-0.0058,8.1782,10.4436,10.6667,0,0.0044,436.7326,0.0237,2.7265,218.3663,2.5759,1330.8736,319.8773,0.0037,0.0855,368.0206,0.0132,-0.0116,
2928,1697932.374,3925438.001,192.3333,67.3366,9.2535,1.9312,49.1636,7.773,0.0047,7.7046,11.4922,79,0.0142,0.0074,416.4055,0.0104,2.8621,208.2027,2.7017,2212.3626,695.871,0.0006,0.06,346.7057,0.0058,0.0094,
